disease,keyword,risk_level,advice,source
心房颤动,深海鱼,LOW,"鱼肉里的健康脂肪能帮着稳定心肌细胞的‘脾气’，对减少心律失常发作有辅助好处，吃清蒸鱼最合适。","中华医学会《心房颤动诊疗指南》"
心房颤动,芹菜,LOW,"芹菜不仅能帮着平稳血压，还能提供丰富的钾元素，钾对稳定心跳非常有帮助，平时做菜可以多放点。","中华医学会《心房颤动诊疗指南》"
老年性白内障,甜食,HIGH,"糖分不仅伤血管，还会加速眼睛里晶状体的‘糖化’和浑浊，让白内障长得更快，看东西越来越模糊，一定要控糖。","中华医学会《眼科学·白内障诊疗共识》"
老年性白内障,油炸,HIGH,"油条、炸鸡里的过氧化物就像是眼睛的‘催老剂’，会直接破坏晶状体的透明度，为了视力一定要少吃油炸食品。","中华医学会《眼科学·白内障诊疗共识》"
老年性白内障,辣椒,HIGH,"辛辣食物容易让眼底血管扩张充血，加重眼睛的干涩和疲劳，对白内障术前术后的恢复都不利，尽量吃清淡些。","中华医学会《眼科学·白内障诊疗共识》"
老年性白内障,西红柿,LOW,"西红柿里的维生素C是天然的‘抗氧化剂’，能帮着挡住紫外线对眼睛的伤害，延缓晶状体变白，做熟了吃效果更好。","中国营养学会《中国老年人膳食指南（2022）》"
老年性白内障,胡萝卜,LOW,"胡萝卜素在身体里会变成维生素A，对整个眼球的健康都至关重要，是防老花、防白内障的餐桌好帮手。","中国营养学会《中国老年人膳食指南（2022）》"
老年性白内障,绿茶,LOW,"绿茶里有很多茶多酚，能帮着清除眼睛里的代谢垃圾，每天泡杯淡绿茶，对保护视力有一定辅助作用。","中国营养学会《中国老年人膳食指南（2022）》"
老年性皮肤瘙痒症,海鲜,HIGH,"虾蟹贝壳等海鲜容易引发过敏反应，释放出‘组胺’，会让老人家本来就干燥的皮肤痒得整夜睡不着觉，发作期绝对忌口。","中国医师协会《老年皮肤瘙痒症诊断与治疗专家共识》"
老年性皮肤瘙痒症,辣椒,HIGH,"一吃辣身体就会微微发热出汗，这种热刺激会直接放大皮肤的瘙痒感，越吃越痒，必须做到饮食清淡。","中国医师协会《老年皮肤瘙痒症诊断与治疗专家共识》"
老年性皮肤瘙痒症,火锅,HIGH,"火锅不仅又烫又辣，里面的各种复杂香料也容易成为过敏原，吃完往往会觉得全身皮肤像有蚂蚁在爬，尽量少吃。","中国医师协会《老年皮肤瘙痒症诊断与治疗专家共识》"
老年性皮肤瘙痒症,白酒,HIGH,"酒精会让全身的毛细血管扩张，加速皮肤表面水分的流失，让皮肤变得更干、更痒，老人家一定要忍住别喝酒。","中国医师协会《老年皮肤瘙痒症诊断与治疗专家共识》"
老年性皮肤瘙痒症,银耳,LOW,"中医讲究‘肺主皮毛’，银耳炖出来的胶质能从内到外滋润身体，对缓解因为干燥引起的全身发痒很管用。","中国医师协会《老年皮肤瘙痒症诊断与治疗专家共识》"
老年性皮肤瘙痒症,黑芝麻,LOW,"黑芝麻里的健康油脂能给干燥的皮肤补充天然的‘润肤霜’，平时泡点无糖的黑芝麻糊喝，皮肤不干自然就不痒了。","中国医师协会《老年皮肤瘙痒症诊断与治疗专家共识》"
支气管哮喘,冷饮,HIGH,"刚从冰箱里拿出来的水或者冰镇西瓜，强烈的冷空气刺激会直接导致气管痉挛收缩，瞬间喘不上气，一定要吃常温的。","中华医学会《支气管哮喘防治指南》"
支气管哮喘,腊肉,HIGH,"很多腊肉、香肠里含有亚硫酸盐等防腐剂，这些化学物质是极强的哮喘诱发剂，吃一口可能就会引发剧烈咳嗽。","中华医学会《支气管哮喘防治指南》"
支气管哮喘,海鲜,HIGH,"如果是过敏体质的老人，鱼虾蟹极容易成为过敏原，引起气道严重水肿和哮喘大发作，吃海鲜一定要小心再小心。","中华医学会《支气管哮喘防治指南》"
支气管哮喘,咸菜,HIGH,"盐吃得太多会让支气管的‘脾气’变得更暴躁，稍微有点冷风或者灰尘就会剧烈喘息，一定要严格控盐。","中华医学会《支气管哮喘防治指南》"
支气管哮喘,萝卜,LOW,"白萝卜能顺气化痰，老人家如果觉得喉咙里有痰咳不出、气不顺，炖点白萝卜汤喝能让呼吸畅快不少。","中华医学会《支气管哮喘防治指南》"
支气管哮喘,核桃,LOW,"核桃等坚果里的镁元素能帮着支气管平滑肌放松，缓解气管的紧张痉挛，对预防哮喘发作有一定的好处。","中华医学会《支气管哮喘防治指南》"
耳鸣与神经性耳聋,咸菜,HIGH,"耳朵里的微小血管对血压极其敏感。盐吃多了会导致内耳血管水肿、供血不足，直接让耳鸣变得像火车一样吵。","中华医学会《耳鸣临床诊疗指南》"
耳鸣与神经性耳聋,咖啡,HIGH,"咖啡因会让神经高度兴奋，本来耳朵里就在嗡嗡响，喝了咖啡神经更放松不下来，晚上根本睡不着觉。","中华医学会《耳鸣临床诊疗指南》"
耳鸣与神经性耳聋,肥肉,HIGH,"大量脂肪会让血液变得极其黏稠，血液流不到耳朵深处的毛细血管里，听神经缺乏营养就会加速耳聋，少吃油腻。","中华医学会《耳鸣临床诊疗指南》"
耳鸣与神经性耳聋,味精,HIGH,"味精里的谷氨酸钠会影响神经的传导，吃太多不仅口干，还可能加重神经性耳鸣的症状，炒菜最好别放味精。","中华医学会《耳鸣临床诊疗指南》"
耳鸣与神经性耳聋,黑豆,LOW,"中医认为‘肾开窍于耳’，黑豆、黑芝麻等黑色食物能补肾益气，对改善老年人因为身体虚弱引起的耳鸣很对症。","中国营养学会《中国老年人膳食指南（2022）》"
耳鸣与神经性耳聋,牛奶,LOW,"牛奶里富含锌和钙，锌元素对维持内耳神经的正常工作必不可少，每天喝杯奶，对保护听力大有裨益。","中国营养学会《中国老年人膳食指南（2022）》"
